buyNo,buyName,nationName,phone,regDateStr,detailLink,country_iso
3473,Konsolidator,덴마크/쇠보르그,(+45) 72 30 40 80,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3473,
3472,TEO,덴마크/코펜하겐,(+45) 70 20 21 49,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3472,
3471,3D Printhuset,덴마크/코펜하겐,(+45) 70 60 55 33,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3471,
3470,COIG,폴란드/카토비세,(+48) 32 757 44 44,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3470,
3469,Wasko,폴란드/글리비체,(+48) 32 33 25 500,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3469,
3468,InterSYS,폴란드/카토비세,(+48) 32 223 80 88,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3468,
3467,Sii Poland,폴란드/바르샤바,(+48) 22 486 37 37,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3467,
3466,BPSC,폴란드/카토비세,(+48) 32 349 35 00,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3466,
3465,Comarch,폴란드/크라쿠프,(+48) 12 646 1000,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3465,
3464,Polkas,폴란드/크라쿠프,(+48) 12 634 05 44,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3464,
3463,Kotrak,폴란드/카토비세,(+48) 32 35 12 716,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3463,
3462,Infor,폴란드/브로츠와프,(+48) 71 306 09 91,2022.11.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3462,
3461,Abas,폴란드/카토비세,(+48) 0 32 797 63 90,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3461,
3460,Wasp,이탈리아/라벤나,(+39) 0545 87858,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3460,
3459,Roboze,이탈리아/바리,(+39) 080 505 7559,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3459,
3458,3ntr,이탈리아/올레지오,(+39) 0321 91528,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3458,
3457,Sisma,이탈리아/비첸차,(+39) 0445 595511,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3457,
3456,Digital Wax Systems (DWS),이탈리아/비첸차,(+39) 0445 810 810,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3456,
3455,3DItaly,이탈리아/로마,(+39) 06 89524301,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3455,
3454,Galassia 3D,이탈리아/밀라노,(+39) 02 91669283,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3454,
3453,Selltek,이탈리아/로마,(+39) 0693 026743,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3453,
3452,Energy Group,이탈리아/볼로냐,(+39) 051 864519,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3452,
3451,3DZ,이탈리아/트레비소,(+39) 0423 1923070,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3451,
3450,Asana,싱가포르/싱가포르,(+415) 525 3888,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3450,
3449,Lark,싱가포르/싱가포르,(+65) 6950 4421,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3449,
3448,Appiyo,싱가포르/싱가포르,-,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3448,
3447,SMEPayroll,싱가포르/싱가포르,(+65) 68372336,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3447,
3446,Knowlarity,싱가포르/싱가포르,(+1) 800-1020-340,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3446,
3445,Times Software,싱가포르/싱가포르,(+65) 6295 1998,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3445,
3444,Tigernix,싱가포르/싱가포르,(+65) 6760 6647,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3444,
3443,WorkJoys,싱가포르/싱가포르,-,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3443,
3442,Works Applications,싱가포르/싱가포르,(+65) 6467 7120,2022.10.27,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3442,
3441,Ruselectronics,러시아/모스크바,(+7) 495 777 42 82,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3441,
3440,Bavico,베트남/빈즈엉성,(+84) 283 816 1186,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3440,
3439,NGOC NGHIA JSC,베트남/호치민,(+84) 283 816 1186,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3439,
3438,ATTS,베트남/하노이,(+84) 902 208 268,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3438,
3437,Yaskawa,베트남/호치민,(+84) 028 3822 8680,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3437,
3436,Kuka,베트남/하노이,(+84) 0 24 3200 7944,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3436,
3435,IROCO VIETNAM JSC,베트남/하노이,(+84) 0981 804 988,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3435,
3434,Viet Dynamic,베트남/호치민,(+84) 833 468 833,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3434,
3433,Robot3t,베트남/호치민,(+84) 974 908 615,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3433,
3432,India Mart,인도/노이다,(+91) 12 0677 7777,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3432,
3431,Multiplex Drone,인도/방갈로르,(+91) 80 2349 7464,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3431,
3430,xBoom,인도/방갈로르,(+91) 80 2258 2616,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3430,
3429,Flipkart,인도/방갈로르,(+1) 800 202 9898 (toll-free contact),2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3429,
3428,TradeIndia,인도/노이다,(+91) 11 4671 0500,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3428,
3427,Asteria,인도/벵갈루루,(+91) 80 4095 5058,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3427,
3426,Skylark Drones,인도/벵갈루루,(+91) 95 6684 0731,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3426,
3425,Grene Robotics,인도/하이데라바드,(+91) 71 8404 7489,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3425,
3424,ideaForge,인도/뭄바이,(+91) 84 4761 2778,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3424,
3423,AUS,인도/방갈로르,(+91) 80 4211 2997,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3423,
3422,Jumbo,아랍에미리트/두바이,(+971) 600 532395,2022.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3422,AE
3421,Sharaf DG,아랍에미리트/두바이,(+971) 800 343434,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3421,AE
3420,LetsTango,아랍에미리트/두바이,(+971) 4 4034888,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3420,AE
3419,Gear-Up.me,아랍에미리트/두바이,(+971) 4 223 1780,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3419,AE
3418,Virgin Megastore,아랍에미리트/두바이,(+971) 4 435 9434,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3418,AE
3417,Eros Group,아랍에미리트/두바이,(+971) 4 2098888,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3417,AE
3416,WeMENA,아랍에미리트/두바이,-,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3416,AE
3415,Mobii World,아랍에미리트/두바이,(+971) 4450 6800,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3415,AE
3414,Cronj,아랍에미리트/아부다비,(+970) 9370 5150,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3414,
3413,Creator Shadow,아랍에미리트/두바이,(+971) 5 2105 1366,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3413,AE
3412,Magazine Luiza,브라질/상파울로,(+1) 800 773 3838 (toll-free contact number),2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3412,
3411,Casas Bahia,브라질/상파울로,(+55) 11 4003 2773,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3411,
3410,Mercado Livre,브라질/상파울로,(+55) 11 2543 4219,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3410,
3409,UBuy,브라질/상파울로,(+55) 27 4042 0208,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3409,
3408,Struxi,브라질/상파울로,(+55) 11 4433-6420,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3408,
3407,iSmart Home,브라질/상파울로,(+55) 11 93032 5647,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3407,
3406,i2Go,브라질/상파울로,(+55) 11 4562 4222,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3406,
3405,Casa Conectada,브라질/상파울로,(+55) 11 3062 7819,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3405,
3404,Positivo Casa Inteligente,브라질/쿠리티바,(+55) 41 3316 7417,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3404,
3403,Elsys,브라질/상파울로,(+55) 19 2101 0500,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3403,
3402,Beat,콜롬비아/보고타,(+57) 1452 8210,2022.08.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3402,
3401,Cabify,콜롬비아/보고타,(+57) 1552 0010,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3401,
3400,Linio by Falabella,콜롬비아/보고타,(+57) 1 4842220,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3400,
3399,MercadoLibre,콜롬비아/보고타,(+57) 1705 3050,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3399,
3398,Alkosto,콜롬비아/보고타,(+57) 601 407 3033,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3398,
3397,Meta Messenger,콜롬비아/보고타,-,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3397,
3396,RobinFood,콜롬비아/보고타,(+57) 320 925 2642,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3396,
3395,Liftit,콜롬비아/보고타,(+57) 312 521 8310,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3395,
3394,Merqueo,콜롬비아/보고타,(+57) 312 571 5430,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3394,
3393,Rappi,콜롬비아/보고타,(+57) 1 316 3535,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3393,
3392,Bolt,나이지리아/라고스,-,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3392,
3391,PamDrive,나이지리아/오웨리,(+234) 80 9990 4442,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3391,
3390,PayPorte,나이지리아/라고스,(+234) 90 6000 5347,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3390,
3389,Konga,나이지리아/라고스,(+234) 0708 063 5700,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3389,
3388,Jumia,나이지리아/라고스,(+234) 0700 600 0000,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3388,
3387,Mytrip Nigeria,나이지리아/베누에,(+234) 702 566 9964,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3387,
3386,2go,나이지리아/소고토,-,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3386,
3385,Jise,나이지리아/라고스,(+234) 912 449 0481,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3385,
3384,Drinks,나이지리아/라고스,(+234) 806 271 2672,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3384,
3383,Chopnownow,나이지리아/라고스,(+98) 907 462 8387,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3383,
3382,Neurafarm,인도네시아/반둥,-,2022.07.29,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3382,
3381,Minapoli,인도네시아 / 자와바랏,(+62) 81 1281 6828,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3381,
3380,Aruna,인도네시아 자카르타,(+62) 21 2284 6641,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3380,
3379,Sayurbox,인도네시아 자카르타,(+62) 819 1954 5454,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3379,
3378,TaniHub,인도네시아 / 자카르타,(+62) 21 50860622,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3378,
3377,PT. BIOPS Agrotekno,인도네시아 반둥,(+62) 813 1852 8117,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3377,
3376,Sgara,인도네시아 / 브카시,(+62) 878 7866 9998,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3376,
3375,Banoo,인도네시아 / 족자카르타,-,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3375,
3374,Jala,인도네시아 / 족자가르타,(+62) 27 4287 4515,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3374,
3373,eFishery,인도네시아 / 반둥,(+62) 22 20462178,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3373,
3372,Borna Electronics,이란 / 테헤란,(+98) 215 5232 9335,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3372,
3371,Kian Industry and Network Group Co,이란 / 시라즈,(+98) 713 2318851,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3371,
3370,Shop.ir,이란 / 테헤란,(+98) 21 8867 2361,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3370,
3369,Goldiran,이란 / 테헤란,(+98) 21 84733 021,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3369,
3368,Maadiran,이란 / 테헤란,(+98) 21 88623700-19,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3368,
3367,Mp1mobile,이란 / 시라즈,(+98) 71 3822 7071,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3367,
3366,Zanbil,이란 / 테헤란,(+98) 21 4 2328 0004,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3366,
3365,Esam,이란 / 테헤란,(+98) 9357779020,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3365,
3364,Digikala,이란 / 테헤란,(+98) 21 62999911,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3364,
3363,Gooshi Shop,이란 / 테헤란,(+98) 21 100 1002,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3363,
3362,TelecomEgypt,이집트 / 카이로,(+20) 15 5500 0111,2022.06.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3362,
3361,MultiNet Communications,이집트 / 카이로,(+20) 2 25373185,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3361,
3360,2B,이집트 / 카이로,(+20) 10 16420,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3360,
3359,MCT Egypt,이집트 / 카이로,(+20) 10 3333 5974,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3359,
3358,Jumia,이집트 / 뉴카이로,(+20) 2 19586,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3358,
3357,CompuMe,이집트 / 카이로,(+20) 2 2418 6914,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3357,
3356,Danevo,이집트 / 카이로,(+20) 2 3531 7850,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3356,
3355,Systel,이집트 / 카이로,(+20) 2 2735 1222,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3355,
3354,Itas,이집트 / 카이로,(+20) 01021172544,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3354,
3353,HitekNOFAL,이집트 / 카이로,(+20) 2275 49607/08/09/10,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3353,
3352,Benya Cables,이집트 / 뉴카이로,(+20) 22542 8464,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3352,
3351,Headstart,이스라엘 / 헤페르밸리,-,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3351,
3350,FUNDit,이스라엘 / 헤페르밸리,(+972) 04 373 1216,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3350,
3349,JGive,이스라엘 / 예루살렘,(+972) 053 750 8451,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3349,
3348,Smart Funding,이스라엘 / 텔아비브,(+972) 072 392 6116,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3348,
3347,iAngels,이스라엘 / 텔아비브,(+972) 3 901 3760,2022.05.31,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3347,
